"","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","incubation_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","Eigen.1","Eigen.2","Eigen.3","Eigen.4","Eigen.5","Eigen.6","Eigen.7","Eigen.8","Eigen.9","Eigen.10","IUCN","order","family","genus","taxonID"
"Mus_minutoides",60,4.18,4,7.585,4.3,20.39212,21,0.97,3.33,NA,3.1,77,0.085147159,NA,NA,8,8.2,NA,NA,2.549,NA,NA,NA,NA,5.06239609370441,-3.2287189599476,1.37959454791644,-0.430688129529187,0.0689203399619992,0.755258465759447,-0.0293996245317504,0.000356020845348849,0.0705926488260148,-0.0785966662188137,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438796"
"Mus_musculoides",60,4.18,4,7.585,4.3,20.55106,21.00042,0.97,3.33,NA,3.1,77,0.085147159,NA,NA,8,7.1835,NA,NA,2.549,NA,NA,NA,NA,5.06251825223224,-3.22881401932786,1.37969383969073,-0.430727267511157,0.0689280985955602,0.755348428256593,-0.0294042255326581,0.000356085139910795,0.0706077768634345,-0.0786191332499494,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438786"
"Mus_musculus",53.355,6.07,4.57,20.5,6,19.6,21.91392,1.25,8.95,NA,5,42,0.082135524,NA,15.3,18,9.5,NA,NA,2.199,NA,NA,NA,NA,5.0593450276398,-3.22634102479623,1.37707934321701,-0.429691115966866,0.0687214074476848,0.752947283496816,-0.0292800826860595,0.000354338100517114,0.0701926138471574,-0.0779892976283106,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/7429082"
"Mus_neavei",60,4.18,4,7.585,4.3,20.39212,21,0.97,3.33,NA,3.1,77,0.085147159,NA,NA,8,8.2,NA,NA,2.549,NA,NA,NA,NA,5.06269951355397,-3.22895539301086,1.3798442666298,-0.430787058709421,0.0689400668000521,0.755487609724994,-0.0294114656257779,0.000356187442916561,0.0706322301868205,-0.0786567162878795,"DD","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438810"
"Mus_orangiae",60,4.18,4,7.585,4.3,20.39212,21,0.97,3.33,NA,3.1,77,0.085147159,NA,NA,8,8.2,NA,NA,2.549,NA,NA,NA,NA,5.06284671012792,-3.22907000981004,1.37996461361148,-0.430834608316972,0.0689495188639903,0.755597299339269,-0.0294171027330603,0.000356266466566609,0.0706509081267157,-0.0786847318148067,NA,"Rodentia","Muridae","Mus","http://www.gbif.org/species/2438797"
"Mus_phillipsi",NA,4.265,NA,17.7,3.158333333,18.6917,NA,1.5,NA,NA,3.158333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05687497866373,-3.22441857160783,1.37506831057362,-0.428897887615269,0.0685640351493248,0.751122088601599,-0.0291866046023818,0.000353030619817395,0.069884562792577,-0.0775304445790239,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438799"
"Mus_platythrix",NA,6.315,NA,28.64,1.916666667,NA,NA,NA,NA,NA,1.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05699746348933,-3.2245138917458,1.37516793189126,-0.42893716548774,0.0685718237845418,0.751212406893196,-0.029191226108123,0.000353095221602016,0.0698997698841517,-0.0775530500504191,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438801"
"Mus_setulosus",NA,3.92,NA,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05807686424076,-3.22535462890641,1.37605280072421,-0.429287157322251,0.0686414833637311,0.752021102087161,-0.029232877772086,0.000353679959643488,0.0700382628106478,-0.0777617181993997,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438777"
"Mus_setzeri",NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06136852418738,-3.22791830269128,1.37874945269141,-0.43035345604644,0.0688536364946717,0.754483768682646,-0.0293596318411752,0.000355458593029743,0.07045922499291,-0.0783948805965158,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438803"
"Mus_shortridgei",NA,6.315,NA,28.64,1.916666667,NA,NA,NA,NA,NA,1.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05760862927197,-3.22498994474948,1.37566914780271,-0.429135442020326,0.0686112942242139,0.751670653710428,-0.0292148353238005,0.000353426732369357,0.0699783090094173,-0.0776714563018145,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438791"
"Mus_sorella",50.83906,5.2,3,12.535,0.083333333,20.39212,27.75056,1.295,4.5,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06042670836841,-3.2271847346592,1.37797746123588,-0.430048134215272,0.0687928745411034,0.753778395907826,-0.0293233116891695,0.000354948815959956,0.07033853156125,-0.0782132255816597,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438779"
"Mus_spicilegus",64.71,6.07,4.535,19.9,6,19.6,21.91392,1.25,8.95,NA,4,42,0.082135524,NA,15.3,18,8.4935,NA,NA,2.199,NA,NA,NA,NA,5.05863994559733,-3.22579213278455,1.37650411289904,-0.429464034846724,0.0686763121665308,0.752424116859611,-0.02925324255376,0.000353962262014829,0.0701039203945718,-0.0778567114155429,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438805"
"Mus_spretus",42,5.805,4.57,19.9,6,19.6,21.70696,1.25,8.95,NA,4,49,0.082135524,NA,15.3,17.22,9.5,NA,NA,2.199,NA,NA,NA,NA,5.05945803480076,-3.22642894152975,1.37717099493848,-0.429727210924124,0.0687285556478417,0.753030142770709,-0.0292843130389273,0.000354397149215762,0.0702064856903867,-0.0780098300437711,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438793"
"Mus_tenellus",NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06220279977526,-3.22856846310097,1.3794366486548,-0.430625764423448,0.0689079477823093,0.755114674017622,-0.0293922400232939,0.000355917372890635,0.0705682079239531,-0.0785600577175999,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438782"
"Mus_triton",50.83906,5.2,3,12.535,0.083333333,20.39212,27.75056,1.295,4.5,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0628952450296,-3.22910778372259,1.38000411779916,-0.430850188216807,0.0689526093189595,0.75563314035004,-0.0294189377337869,0.000356292126586593,0.0706569515312062,-0.0786937251592211,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438784"
"Mus_vulcani",90.79444,3.665,3.635,60.315,3.908333333,21.77914,25.87004,2.525,22.125,NA,3.908333333,NA,0.202600958,NA,NA,NA,11.99,NA,NA,4.257,NA,NA,NA,NA,5.0589550166022,-3.22603749904322,1.37676201531141,-0.429565981404259,0.0686965885773096,0.752659460541007,-0.0292653489231243,0.000354132082831267,0.070144095420633,-0.0779170907543396,"LC","Rodentia","Muridae","Mus","http://www.gbif.org/species/2438808"
"Mylomys_dybowskii",NA,4.04,NA,110.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,5.06320656106212,-3.2293539915409,1.38029432475352,-0.430970352636277,0.0689777404618103,0.755929105650035,-0.0294354016138113,0.000356534024589645,0.0707177124208195,-0.0787956706033497,"LC","Rodentia","Muridae","Mylomys","http://www.gbif.org/species/2439321"
"Mylomys_rex",NA,4.04,NA,110.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,NA,NA,NA,NA,NA,NA,NA,5.06354466384091,-3.229617237259,1.38057050791555,-0.431079427522166,0.0689994110256762,0.756180545139722,-0.0294483092184042,0.000356714822528486,0.0707603908297756,-0.0788594708309131,"DD","Rodentia","Muridae","Meriones","http://www.gbif.org/species/4264956"
"Myomyscus_angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,5.06052304000773,-3.22726176498946,1.37807537100954,-0.430089815604745,0.0688018444831254,0.753884884638436,-0.0293294869737109,0.000355041717557941,0.0703625753233682,-0.0782558424208446,"LC","Rodentia","Muridae","Myomyscus","http://www.gbif.org/species/4264894"
"Myomyscus_verreauxii",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,5.06042357088731,-3.22718432498241,1.37799417645225,-0.430057757493272,0.0687954772100648,0.75381101288783,-0.0293256966346985,0.000354988641994948,0.070350051631273,-0.0782371359975461,"LC","Rodentia","Muridae","Myomyscus","http://www.gbif.org/species/4264895"
"Myomyscus_yemeni",NA,3,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,5.06397968830828,-3.22995247470482,1.38089340238511,-0.431201978957019,0.0690226400717635,0.756446193428593,-0.0294608295617813,0.000356880395506415,0.0707963389233426,-0.0789039591337939,"DD","Rodentia","Muridae","Myomyscus","http://www.gbif.org/species/4264893"
"Nesokia_bunnii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,5.0503501126039,-3.21933996659658,1.36975409805902,-0.426801621573987,0.0681481388450798,0.746298575807773,-0.028939602096285,0.000349576466111935,0.069071080433246,-0.0763204997867408,"EN","Rodentia","Muridae","Nesokia","http://www.gbif.org/species/2438984"
"Nesokia_indica",NA,4.135,NA,160.79,1.666666667,17.17426,NA,NA,NA,NA,1.666666667,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,5.05033776706253,-3.21933028385975,1.36974334377742,-0.426797269043612,0.0681472499774867,0.746288177795773,-0.0289390433481814,0.000349568412539582,0.0690691037517679,-0.0763173012951632,"LC","Rodentia","Muridae","Nesokia","http://www.gbif.org/species/2438985"
"Nesoromys_ceramicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,5.043621558824,-3.21410209874524,1.3642666789856,-0.424635766494877,0.067718129606724,0.741310265451935,-0.0286838119248195,0.000345995997749347,0.0682266298143952,-0.0750600925098252,"EN","Rodentia","Muridae","Nesoromys","http://www.gbif.org/species/4264808"
"Nilopegamys_plumbeus",NA,1.985,NA,60.5,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.231,NA,NA,NA,NA,NA,NA,NA,5.06033172464745,-3.22711282683826,1.37791926566929,-0.430028188264324,0.0687896058009393,0.753742898732854,-0.0293222027667513,0.000354939722958388,0.0703385088916317,-0.0782198854498502,"CR","Rodentia","Muridae","Nilopegamys","http://www.gbif.org/species/4264952"
"Niviventer_andersoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.04881365442449,-3.21813888840385,1.36845211869193,-0.426279697002407,0.068042622064451,0.745067755125199,-0.0288744277708061,0.000348644590533409,0.0688444978165097,-0.0759585569132158,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439047"
"Niviventer_brahma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.04993287151456,-3.21901087151134,1.3693718758684,-0.426643848799172,0.0681151837285826,0.745910438121444,-0.0289179190586175,0.000349255983924937,0.0689895866285134,-0.076178118669288,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439053"
"Niviventer_cameroni",NA,4.41,NA,80.76,2.658333333,NA,NA,NA,NA,NA,2.658333333,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.04684505595991,-3.21660551863737,1.36683784123548,-0.425641115604103,0.067915501894321,0.743591903126495,-0.0287983872744243,0.000347576793520432,0.0685914879798851,-0.0755769204221279,"VU","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/4264900"
"Niviventer_confucianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.05485450692592,-3.22284417202114,1.37340539176001,-0.428239060064122,0.0684326465326938,0.74959582393742,-0.0291077021114984,0.000351920054955824,0.0696204930511893,-0.0771285891094756,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439057"
"Niviventer_coninga",NA,2.37,NA,80.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9315,NA,NA,NA,NA,NA,NA,NA,5.05054874475558,-3.21949066952229,1.3698777022999,-0.426844068530711,0.068155068595979,0.746373593826599,-0.0289418102992312,0.000349591724114614,0.0690692190850871,-0.0762984794054331,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/4264899"
"Niviventer_cremoriventer",NA,3.7,NA,71.54,0.833333333,NA,NA,NA,NA,NA,0.833333333,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.0473215921897,-3.21697696578588,1.36723118293187,-0.425797130614711,0.0679466561430236,0.74395394454757,-0.028817144307023,0.000347841155900791,0.068654458112852,-0.0756730259025807,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439054"
"Niviventer_culturatus",NA,NA,NA,81.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5615,NA,NA,NA,NA,NA,NA,NA,5.0488863875126,-3.21819572575938,1.36851353551158,-0.426304276208357,0.0680475807355343,0.745125557270724,-0.0288774754813265,0.000348688032028492,0.0688550093874815,-0.0759751415483007,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439058"
"Niviventer_eha",NA,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.04984746398589,-3.21894443165809,1.36930265777342,-0.426616597095657,0.0681097888038452,0.745847909264202,-0.0289147288504928,0.000349211475057571,0.0689791379799047,-0.0761626800167365,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439049"
"Niviventer_excelsior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.04792926710978,-3.21745021895742,1.36772877167154,-0.425993853216722,0.0679857901216869,0.744408190430248,-0.0288405196601629,0.000348169134133153,0.06873207876788,-0.0757897932219319,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439059"
"Niviventer_fraternus",NA,4.41,NA,80.76,2.658333333,NA,NA,NA,NA,NA,2.658333333,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.04720212009164,-3.21688369781438,1.36713118855816,-0.425757247824546,0.0679386406756051,0.7438606156562,-0.0288122543937095,0.000347771730084295,0.0686377485126049,-0.0756469414059925,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/4264898"
"Niviventer_fulvescens",NA,4.41,NA,81.79,2.658333333,NA,NA,NA,NA,NA,2.658333333,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.049386246053,-3.21858502785777,1.36892298222946,-0.426466172547691,0.0680797912856549,0.745499455163092,-0.0288967204213472,0.000348958091817631,0.0689189332909343,-0.0760713300729167,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439050"
"Niviventer_hinpoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5625,NA,NA,NA,NA,NA,NA,NA,5.0514627081829,-3.22020264652985,1.37062789270247,-0.427140942918752,0.0682141914873217,0.747060091589256,-0.0289772060417198,0.000350088990854361,0.0691871162247118,-0.0764765318166466,"EN","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439055"
"Niviventer_langbianis",NA,3.7,NA,71.54,0.833333333,NA,NA,NA,NA,NA,0.833333333,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.04613711848059,-3.21605390939651,1.36625550773624,-0.425410458598541,0.0678695165276336,0.743057770981136,-0.0287707923589499,0.000347188588293697,0.0684992618205473,-0.0754369723978985,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439060"
"Niviventer_lepturus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.05380085479795,-3.2220234585086,1.37254130358133,-0.427897229489525,0.0683645969677346,0.748805766907437,-0.0290669934974043,0.000351348385006363,0.0694850322459147,-0.0769242459188499,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439051"
"Niviventer_niviventer",NA,NA,NA,83.2,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,5.04975526320257,-3.21887252289318,1.36922617285332,-0.426586202479798,0.0681037064607048,0.745777182265431,-0.0289110517333368,0.000349159537993546,0.0689667311746518,-0.0761436397567507,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439056"
"Niviventer_rapit",NA,NA,NA,79.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.04653556797674,-3.21636440659031,1.36658359361686,-0.425540463514867,0.0678954475561555,0.743359010470905,-0.0287863684868976,0.000347407835820431,0.068551390401147,-0.0755162160000694,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439061"
"Niviventer_tenaster",NA,3.7,NA,71.54,0.833333333,NA,NA,NA,NA,NA,0.833333333,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,5.05074918731079,-3.21964692354064,1.3700432805296,-0.426909761551337,0.0681681904998153,0.74652609519638,-0.0289497146068375,0.000349703153136272,0.0690957678431793,-0.0763390095421647,"LC","Rodentia","Muridae","Niviventer","http://www.gbif.org/species/2439052"
"Notomys_alexis",76.09,3.9,3.73,33.67,6.408333333,35,30,2.83,12.5,NA,5.2,75,0.090006845,NA,NA,32.3,13.8965,NA,NA,NA,NA,NA,NA,NA,5.00617499336861,-3.18485770147018,1.33282210144867,-0.412078947779022,0.0651911944757892,0.711876436732473,-0.0271385144623042,0.000324030796918113,0.06293256781191,-0.0667795525143053,"LC","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438970"
"Notomys_amplus",NA,NA,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.505,NA,NA,NA,NA,NA,NA,NA,5.00711075291696,-3.18558461029668,1.33357037303039,-0.41237187039369,0.0652487866575783,0.712542523790452,-0.0271720645957244,0.000324494742421626,0.0630400442848873,-0.0669333665122143,"EX","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438975"
"Notomys_aquilo",NA,3,NA,38.995,4.241666667,53.263,NA,NA,NA,NA,4.241666667,NA,NA,NA,NA,NA,10.319,NA,NA,NA,NA,NA,NA,NA,5.00703784414316,-3.18552796678023,1.33351200797637,-0.412349013061321,0.0652442905770927,0.712490517064783,-0.0271694431673936,0.000324458476550395,0.0630316383953426,-0.0669213253462054,"EN","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438978"
"Notomys_cervinus",172.1904,2.89,NA,34.2,0.416666667,42.0752,32.89762,3,NA,NA,0.416666667,NA,NA,NA,NA,NA,13.89,NA,NA,NA,NA,NA,NA,NA,5.00712815532919,-3.18559813174459,1.33358431693877,-0.412377333300619,0.0652498617102951,0.712554960802834,-0.0271726920118529,0.000324503427258107,0.063042058985985,-0.0669362582398379,"NT","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438974"
"Notomys_fuscus",81.7686,2.985,3.3,37.14,2.908333333,34.84352,30.218,NA,NA,NA,2.908333333,NA,0.113620808,NA,NA,NA,14.8905,NA,NA,NA,NA,NA,NA,NA,5.00704639681996,-3.18553462360741,1.33351897888167,-0.412351765205575,0.0652448373670957,0.71249686192007,-0.0271697692945115,0.000324463051684219,0.0630327217871846,-0.066922962355651,"VU","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438972"
"Notomys_longicaudatus",NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7595,NA,NA,NA,NA,NA,NA,NA,5.00639694864517,-3.18503017708522,1.33300012511749,-0.412148721186651,0.0652049315538208,0.712035379387507,-0.0271465390228333,0.000324141930757568,0.0629583666479899,-0.0668166362094027,"EX","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438977"
"Notomys_macrotis",NA,NA,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7495,NA,NA,NA,NA,NA,NA,NA,5.00706681187349,-3.18555046436868,1.33353512294032,-0.412358053304031,0.0652460659496344,0.712511042782922,-0.0271704747010089,0.000324472718049327,0.0630349293415681,-0.0669260053679895,"EX","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438973"
"Notomys_mitchellii",73.0464,3.28,3.53,52,5.3,36.82756,30.2,NA,NA,NA,5.229166667,90,0.100616016,NA,NA,NA,14.5155,NA,NA,NA,NA,NA,NA,NA,5.00646735190556,-3.18508485216676,1.33305629302302,-0.41217069142961,0.0652092475767835,0.712085285099917,-0.027149049832029,0.000324176631542752,0.06296640098178,-0.0668281342898472,"LC","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438971"
"Notomys_mordax",NA,NA,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,5.00620836876567,-3.18488365680671,1.33284905935834,-0.412089542869646,0.0651932871229466,0.711900672713178,-0.0271397448386132,0.000324047897560177,0.0629365575258511,-0.0667853491991184,"EX","Rodentia","Muridae","Notomys","http://www.gbif.org/species/2438976"
"Oenomys_hypoxanthus",116.76494,3.365,NA,87.67,2.325,NA,30.218,NA,30,NA,2.325,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,5.06116498133129,-3.22776340098726,1.37861694624788,-0.430306377784782,0.0688454782407738,0.754393279779845,-0.0293562043722041,0.000355421488500755,0.0704540313755315,-0.0783981426252094,"LC","Rodentia","Muridae","Oenomys","http://www.gbif.org/species/2438923"
"Oenomys_ornatus",116.76494,3.365,NA,85.5,2.325,NA,30.218,NA,30,NA,2.325,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,5.06158496437294,-3.22809051759259,1.37896115061397,-0.430442496535151,0.0688725631277064,0.754707686118491,-0.0293723874357882,0.000355648559716147,0.0705077643589094,-0.0784788941943017,"DD","Rodentia","Muridae","Oenomys","http://www.gbif.org/species/2438922"
"Otomys_anchietae",97.8836,1.715,4,114.45,1.833333333,40.0434,12.87156,13.96,30,NA,1.833333333,NA,NA,NA,NA,NA,19.024,NA,NA,7.11,NA,NA,NA,NA,5.06026115136168,-3.2270586886304,1.37786923039844,-0.430009603332569,0.0687861794777247,0.753704068306075,-0.0293204775145905,0.000354917930830882,0.0703341309347292,-0.078215639841812,"LC","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219868"
"Otomys_angoniensis",82.1772,2.32,4,114.45,1.833333333,40.0434,12.96,13.96,30,NA,1.041666667,NA,NA,NA,NA,NA,16.348,NA,NA,7.11,NA,NA,NA,NA,5.05962655081386,-3.22656491393213,1.37735381361605,-0.429806485152849,0.0687459212742082,0.7532372882345,-0.0292966072655733,0.000354584346045186,0.0702556188984381,-0.0780988702139574,"LC","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219872"
"Otomys_barbouri",97.8836,1.715,4,114.45,1.833333333,40.0434,12.87156,13.96,30,NA,1.833333333,NA,NA,NA,NA,NA,19.024,NA,NA,7.11,NA,NA,NA,NA,5.06231116823181,-3.22865532576945,1.37954872272826,-0.430673709114856,0.0689183134635409,0.755237882936043,-0.0293994258060386,0.000356025770738021,0.0705963404246402,-0.0786100560539743,"EN","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5706737"
"Otomys_burtoni",82.1772,1.78,4,114.45,1.833333333,40.0434,12.96,13.96,30,NA,1.041666667,NA,NA,NA,NA,NA,16.348,NA,NA,7.11,NA,NA,NA,NA,5.06178504811342,-3.22824568229578,1.3791188311697,-0.430503897388859,0.0688845668641542,0.754846291051698,-0.0293793105719084,0.000355743868156102,0.0705297371000627,-0.0785102390525751,"EN","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5706740"
"Otomys_cuanzensis",82.1772,2.86,4,130.65,1.833333333,40.0434,12.96,13.96,30,NA,1.041666667,NA,NA,NA,NA,NA,17.2965,NA,NA,7.11,NA,NA,NA,NA,5.05934247885294,-3.22634375689649,1.37712193438692,-0.429714927268693,0.06872773444883,0.753026279784485,-0.0292857768830018,0.000354432643226209,0.0702198028877553,-0.0780452751703311,"LC","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5706743"
"Otomys_denti",NA,1.69,NA,120,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,5.06080729235134,-3.22748404248702,1.37831662488728,-0.43018650513688,0.0688213749210704,0.754112610760277,-0.0293415035727915,0.000355212953174479,0.0704039487778761,-0.0783206212722617,"LC","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219865"
"Otomys_irroratus",97.8836,1.715,4,114.45,1.833333333,40.0434,12.87156,13.96,30,NA,1.833333333,NA,NA,NA,NA,NA,19.024,NA,NA,7.11,NA,NA,NA,NA,5.06045203297412,-3.22720769692023,1.37802882512823,-0.430073205460012,0.068798946087382,0.753852652415779,-0.0293282384046448,0.000355027837090715,0.0703604687303859,-0.0782562442557193,"LC","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219869"
"Otomys_lacustris",97.8836,1.715,4,114.45,1.833333333,40.0434,12.87156,13.96,30,NA,1.833333333,NA,NA,NA,NA,NA,19.024,NA,NA,7.11,NA,NA,NA,NA,5.05979395616659,-3.226694788722,1.37748620031989,-0.429858101996791,0.0687560260509604,0.753354011819464,-0.0293024492215151,0.000354664856595644,0.0702742012740036,-0.0781253956338173,"VU","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5706745"
"Otomys_laminatus",97.8836,1.715,4,130.65,1.833333333,40.0434,12.87156,13.96,30,NA,1.833333333,NA,NA,NA,NA,NA,19.024,NA,NA,7.11,NA,NA,NA,NA,5.06010817540671,-3.22693994163771,1.37774763430339,-0.429962096351458,0.0687768571970028,0.753596306343835,-0.0293150618643715,0.000354843097324251,0.0703167951037837,-0.0781907058118022,"NT","Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219873"
"Otomys_saundersiae",82.1772,2.32,4,114.45,1.833333333,40.0434,12.96,13.96,30,NA,1.041666667,NA,NA,NA,NA,NA,16.348,NA,NA,7.11,NA,NA,NA,NA,5.05999887746237,-3.22685483160072,1.37765823800964,-0.429926769716319,0.0687698334902686,0.753514792518383,-0.0293108712605622,0.000354784337259464,0.0703029017064639,-0.0781698495309961,NA,"Rodentia","Muridae","Otomys","http://www.gbif.org/species/5219874"
