row.number,BD,PFL,throt,ED,EP,GS,GSh,MP,BS,Site1,species,group
1132,0.383,0.234,2.074829932,0.104,0.438642298,0.058878601,1.824742268,0.313315927,0.548302872,COAR,GLOAPR,Peren_flashier
1142,0.381,0.237,2.691275168,0.101,0.530183727,0.050049704,1.779816514,0.448818898,0.590551181,COAR,GLOAPR,Peren_flashier
1152,0.355,0.212,2.48951049,0.088,0.577464789,0.057596254,1.898148148,0.521126761,0.605633803,COAR,GLOAPR,Peren_flashier
1162,0.376,0.225,2.568493151,0.091,0.401595745,0.062346939,1.807692308,0.287234043,0.542553191,COAR,GLOAPR,Peren_flashier
1172,0.422,0.244,2.703225806,0.087,0.424170616,0.068266667,1.5,0.319905213,0.530805687,COAR,GLOAPR,Peren_flashier
1182,0.363,0.199,2.514925373,0.092,0.482093664,0.079488,1.703703704,0.407713499,0.575757576,COAR,GLOAPR,Peren_flashier
1202,0.404,0.241,2.359477124,0.084,0.52970297,0.059845679,1.582857143,0.48019802,0.50990099,COAR,GLOAPR,Peren_flashier
1213,0.404,0.22,2.523489933,0.079,0.497524752,0.06944375,1.361623616,0.383663366,0.542079208,COAR,GLOAPR,Peren_flashier
1222,0.363,0.232,1.818181818,0.071,0.49862259,0.069973087,1.450892857,0.393939394,0.553719008,SHFR,GLOAPR,Intermittent
1232,0.366,0.246,1.844155844,0.078,0.620218579,0.064930556,1.711229947,0.535519126,0.595628415,SHFR,GLOAPR,Intermittent
1242,0.344,0.221,1.677631579,0.075,0.49127907,0.066689791,1.359223301,0.412790698,0.595930233,SHFR,GLOAPR,Intermittent
1252,0.359,0.231,2.251748252,0.092,0.462395543,0.076426187,1.384615385,0.323119777,0.562674095,SHFR,GLOAPR,Intermittent
1262,0.366,0.237,2.342281879,0.08,0.540983607,0.068628883,1.440528634,0.43715847,0.598360656,BSBC,GLOAPR,Intermittent
1272,0.363,0.222,2.524137931,0.107,0.534435262,0.062030769,1.914529915,0.424242424,0.611570248,OODR,GLOAPR,Peren_longer
1282,0.382,0.242,2.638888889,0.099,0.471204188,0.072576,1.142857143,0.342931937,0.565445026,GPHR,GLOAPR,Peren_longer
1292,0.38,0.229,1.9875,0.094,0.534210526,0.05640688,1.086330935,0.444736842,0.581578947,GPHR,GLOAPR,Peren_longer
1302,0.374,0.12,2.75,0.074,0.631016043,0.053643235,0.933774834,0.459893048,0.620320856,GPHR,GLOAPR,Peren_longer
1313,0.389,0.222,2.348684211,0.086,0.449871465,0.058412698,1.118055556,0.313624679,0.555269923,GPHR,GLOAPR,Peren_longer
1322,0.38,0.23,2.146666667,0.086,0.505263158,0.036409829,0.989361702,0.352631579,0.523684211,GPHR,GLOAPR,Peren_longer
1332,0.373,0.23,2.643939394,0.102,0.54691689,0.057151981,1.056994819,0.423592493,0.595174263,GPHR,GLOAPR,Peren_longer
1342,0.367,0.219,2.293333333,0.085,0.57493188,0.055225,1,0.493188011,0.577656676,GPHR,GLOAPR,Peren_longer
1352,0.358,0.211,2.633093525,0.095,0.463687151,0.051269531,1.071428571,0.343575419,0.555865922,GPHR,GLOAPR,Peren_longer
1362,0.372,0.237,2.350649351,0.094,0.438172043,0.056072485,1.166666667,0.25,0.556451613,GPHR,GLOAPR,Peren_longer
1372,0.373,0.215,2.37414966,0.094,0.471849866,0.061724282,1.140350877,0.337801609,0.584450402,GPHR,GLOAPR,Peren_longer
1382,0.39,0.23,2.540740741,0.096,0.474358974,0.0435,1.436781609,0.320512821,0.523076923,GPHR,GLOAPR,Peren_longer
1392,0.37,0.236,2.317880795,0.09,0.521621622,0.052040816,1.133333333,0.508108108,0.562162162,GPHR,GLOAPR,Peren_longer
1402,0.389,0.246,2.246753247,0.089,0.529562982,0.051438773,1.019354839,0.395886889,0.555269923,GPHR,GLOAPR,Peren_longer
1413,0.407,0.224,2.173333333,0.079,0.447174447,0.062615875,1.127906977,0.321867322,0.508599509,GPHR,GLOAPR,Peren_longer
1422,0.374,0.223,2.090277778,0.079,0.569518717,0.056947314,1,0.486631016,0.572192513,GPHR,GLOAPR,Peren_longer
1432,0.385,0.212,2.156862745,0.082,0.488311688,0.050450248,1.052023121,0.363636364,0.519480519,GPHR,GLOAPR,Peren_longer
1442,0.386,0.234,2.470588235,0.094,0.487046632,0.05545224,1.092682927,0.401554404,0.533678756,GPHR,GLOAPR,Peren_longer
1452,0.383,0.24,2.657342657,0.077,0.475195822,0.049752066,1.302325581,0.336814621,0.524804178,GPHR,GLOAPR,Peren_longer
1461,0.425,0.224,2.120253165,0.072,0.508235294,0.053739669,1,0.378823529,0.498823529,GPHR,GLOAPR,Peren_longer
1472,0.395,0.223,2.167785235,0.067,0.524050633,0.055210171,1.107361963,0.417721519,0.524050633,GPHR,GLOAPR,Peren_longer
1482,0.398,0.231,2.122580645,0.093,0.525125628,0.067928824,1.25698324,0.434673367,0.540201005,BDFR,GLOAPR,Peren_flashier
1492,0.391,0.236,2.617834395,0.082,0.601023018,0.061370313,1.198895028,0.503836317,0.534526854,BDFR,GLOAPR,Peren_flashier
1502,0.365,0.231,2.358108108,0.097,0.512328767,0.0576,1.234567901,0.405479452,0.55890411,BDFR,GLOAPR,Peren_flashier
1513,0.376,0.236,1.940789474,0.085,0.510638298,0.058163265,1.136842105,0.380319149,0.537234043,BDFR,GLOAPR,Peren_flashier
1522,0.383,0.232,2.322368421,0.085,0.574412533,0.056323251,1.168316832,0.498694517,0.561357702,BDFR,GLOAPR,Peren_flashier
1532,0.386,0.249,2.283870968,0.098,0.523316062,0.067969778,1.277456647,0.430051813,0.556994819,BDFR,GLOAPR,Peren_flashier
1542,0.389,0.234,2.529801325,0.084,0.460154242,0.06691517,1.374384236,0.347043702,0.529562982,BDFR,GLOAPR,Peren_flashier
1552,0.37,0.216,2.346405229,0.088,0.556756757,0.059099385,1.289473684,0.47027027,0.556756757,BDFR,GLOAPR,Peren_flashier
1562,0.38,0.244,2.054545455,0.1,0.486842105,0.06402832,1.319148936,0.392105263,0.526315789,BDFR,GLOAPR,Peren_flashier
1572,0.383,0.231,2.731034483,0.092,0.498694517,0.055316405,0.976331361,0.417754569,0.558746736,BDFR,GLOAPR,Peren_flashier
1582,0.368,0.236,2.076388889,0.107,0.557065217,0.056790123,1.15,0.467391304,0.546195652,BDFR,GLOAPR,Peren_flashier
1592,0.374,0.232,2.156862745,0.091,0.478609626,0.072231834,1.19760479,0.393048128,0.537433155,BDFR,GLOAPR,Peren_flashier
1602,0.379,0.254,2.191358025,0.092,0.474934037,0.082116402,1.154761905,0.350923483,0.538258575,BDFR,GLOAPR,Peren_flashier
1613,0.399,0.236,2.344155844,0.09,0.536340852,0.063685,1.153191489,0.458646617,0.516290727,BDFR,GLOAPR,Peren_flashier
1622,0.411,0.232,1.775,0.08,0.474452555,0.06977494,1.027190332,0.364963504,0.493917275,BDFR,GLOAPR,Peren_flashier
1632,0.35,0.246,2.296296296,0.089,0.565714286,0.066676675,0.994708995,0.482857143,0.605714286,OODR,GLOAPR,Peren_longer
1642,0.408,0.226,1.825,0.099,0.492647059,0.070856963,1.12716763,0.392156863,0.526960784,OODR,GLOAPR,Peren_longer
1652,0.376,0.221,1.862745098,0.096,0.401595745,0.065389796,1,0.25,0.542553191,OODR,GLOAPR,Peren_longer
1662,0.4,0.227,2.224358974,0.092,0.4675,0.079859155,1.126984127,0.3675,0.545,OODR,GLOAPR,Peren_longer
1672,0.373,0.229,2.101910828,0.104,0.495978552,0.064404432,1.148148148,0.372654155,0.573726542,OODR,GLOAPR,Peren_longer
1682,0.371,0.232,2.354166667,0.098,0.46361186,0.067654321,1.051094891,0.32884097,0.566037736,OODR,GLOAPR,Peren_longer
1702,0.384,0.245,2.14379085,0.098,0.583333333,0.066276975,1.054644809,0.541666667,0.567708333,BDFR,GLOAPR,Peren_flashier
1713,0.37,0.228,1.931034483,0.086,0.545945946,0.063851351,1.021621622,0.451351351,0.578378378,BDFR,GLOAPR,Peren_flashier
1722,0.369,0.214,2.123287671,0.095,0.514905149,0.071782087,1.224637681,0.39295393,0.528455285,BDFR,GLOAPR,Peren_flashier
1732,0.402,0.229,2.15,0.1,0.385572139,0.07905,1.215686275,0.221393035,0.509950249,BDFR,GLOAPR,Peren_flashier
1742,0.36,0.224,2.074829932,0.094,0.516666667,0.064835391,1.00729927,0.458333333,0.572222222,BDFR,GLOAPR,Peren_flashier
1752,0.363,0.213,2.161073826,0.088,0.567493113,0.053391837,1.622047244,0.47107438,0.567493113,SRAR,GLOAPR,Peren_flashier
1762,0.356,0.207,2.063694268,0.084,0.56741573,0.055425033,1.464788732,0.485955056,0.578651685,SRAR,GLOAPR,Peren_flashier
1772,0.367,0.219,1.833333333,0.091,0.544959128,0.058155102,1.518248175,0.40599455,0.577656676,SRAR,GLOAPR,Peren_flashier
1782,0.378,0.21,1.794326241,0.102,0.478835979,0.05361926,1.863157895,0.328042328,0.563492063,SRAR,GLOAPR,Peren_flashier
1802,0.35,0.217,2.190789474,0.076,0.522857143,0.063636364,1.590909091,0.414285714,0.565714286,SRAR,GLOAPR,Peren_flashier
1822,0.36,0.237,1.801324503,0.083,0.641666667,0.052747253,1.547619048,0.6,0.608333333,MHMR,GLOAPR,Peren_longer
1832,0.37,0.24,1.888157895,0.093,0.467567568,0.081306122,1.445783133,0.359459459,0.548648649,MHMR,GLOAPR,Peren_longer
1842,0.384,0.226,1.584415584,0.078,0.567708333,0.059674238,1.540106952,0.5078125,0.497395833,MHMR,GLOAPR,Peren_longer
1862,0.379,0.228,1.91503268,0.072,0.559366755,0.057158934,1.374193548,0.482849604,0.535620053,MHMR,GLOAPR,Peren_longer
1872,0.377,0.239,2.308724832,0.08,0.525198939,0.068260355,1.471428571,0.442970822,0.50928382,MHMR,GLOAPR,Peren_longer
1882,0.39,0.233,2.486486486,0.103,0.505128205,0.060295139,1.641304348,0.438461538,0.569230769,AHMR,GLOAPR,Peren_longer
1892,0.357,0.223,2.306666667,0.093,0.507002801,0.059225323,1.755555556,0.392156863,0.56022409,AHMR,GLOAPR,Peren_longer
1902,0.348,0.213,2.421875,0.095,0.540229885,0.060899654,1.71875,0.456896552,0.617816092,AHMR,GLOAPR,Peren_longer
1913,0.349,0.219,2.270833333,0.087,0.58739255,0.064209275,1.5,0.52722063,0.573065903,AHMR,GLOAPR,Peren_longer
1922,0.409,0.236,2.581818182,0.092,0.405867971,0.060966316,1.5625,0.26405868,0.535452323,AHMR,GLOAPR,Peren_longer
1932,0.403,0.218,2.055944056,0.093,0.506203474,0.068024691,1.526315789,0.429280397,0.511166253,AHMR,GLOAPR,Peren_longer
1942,0.347,0.208,2.131578947,0.07,0.481268012,0.056595041,1.495327103,0.389048991,0.564841499,AHMR,GLOAPR,Peren_longer
1952,0.401,0.24,2.258278146,0.08,0.658354115,0.071544444,1.372262774,0.66084788,0.541147132,AHMR,GLOAPR,Peren_longer
1962,0.356,0.226,2.763513514,0.063,0.519662921,0.06071464,1.406779661,0.435393258,0.542134831,AHMR,GLOAPR,Peren_longer
1972,0.401,0.21,2.3,0.062,0.563591022,0.055028571,0.955357143,0.478802993,0.513715711,GPHR,GLOAPR,Peren_longer
1982,0.384,0.225,2.529411765,0.079,0.5390625,0.060480345,0.94140625,0.453125,0.541666667,GPHR,GLOAPR,Peren_longer
1992,0.373,0.23,2.302013423,0.073,0.530831099,0.063732964,1.077922078,0.442359249,0.554959786,GPHR,GLOAPR,Peren_longer
2001,0.392,0.234,2.753333333,0.077,0.43622449,0.062238282,1.016666667,0.331632653,0.520408163,GPHR,GLOAPR,Peren_longer
2012,0.4,0.144,2.533783784,0.079,0.51,0.061342618,1,0.42,0.51,GPHR,GLOAPR,Peren_longer
2021,0.38,0.216,2.84516129,0.077,0.502631579,0.058325969,1.155,0.421052632,0.510526316,GPHR,GLOAPR,Peren_longer
2031,0.379,0.219,3.014285714,0.081,0.54353562,0.071247434,1.059322034,0.448548813,0.55408971,GPHR,GLOAPR,Peren_longer
2041,0.405,0.24,2.656050955,0.086,0.422222222,0.0625,1,0.296296296,0.501234568,GPHR,GLOAPR,Peren_longer
2051,0.396,0.232,2.798657718,0.089,0.457070707,0.05532434,1,0.363636364,0.522727273,GPHR,GLOAPR,Peren_longer
2061,0.396,0.212,2.875,0.083,0.424242424,0.069697266,1.173076923,0.323232323,0.532828283,GPHR,GLOAPR,Peren_longer
2071,0.394,0.244,2.420382166,0.086,0.42893401,0.064628099,1.202614379,0.30964467,0.527918782,GPHR,GLOAPR,Peren_longer
2081,0.381,0.217,2.853146853,0.078,0.511811024,0.060702242,1.058823529,0.42519685,0.543307087,GPHR,GLOAPR,Peren_longer
2091,0.37,0.215,2.493243243,0.085,0.494594595,0.064557808,1.118012422,0.394594595,0.532432432,GPHR,GLOAPR,Peren_longer
2102,0.369,0.21,2.644295302,0.083,0.485094851,0.052277832,1.210526316,0.365853659,0.547425474,GPHR,GLOAPR,Peren_longer
2121,0.374,0.222,2.462585034,0.088,0.457219251,0.066432507,1.144654088,0.355614973,0.550802139,GPHR,GLOAPR,Peren_longer
2131,0.363,0.233,2.751677852,0.086,0.495867769,0.062631579,1.15037594,0.396694215,0.570247934,GPHR,GLOAPR,Peren_longer
2141,0.361,0.218,2.317241379,0.086,0.487534626,0.070763416,1.231788079,0.393351801,0.540166205,GPHR,GLOAPR,Peren_longer
2151,0.377,0.196,2.925675676,0.085,0.50397878,0.060586735,1.216,0.379310345,0.567639257,GPHR,GLOAPR,Peren_longer
2161,0.377,0.21,2.152777778,0.089,0.50132626,0.055216892,1.15503876,0.442970822,0.551724138,GPHR,GLOAPR,Peren_longer
2171,0.35,0.203,1.929577465,0.085,0.505714286,0.063137255,1.159663866,0.388571429,0.611428571,GPHR,GLOAPR,Peren_longer
2181,0.434,0.232,1.94375,0.075,0.612903226,0.062263625,0.950769231,0.576036866,0.529953917,COAR,GLOAPR,Peren_flashier
2191,0.407,0.217,2.448275862,0.091,0.523341523,0.061370507,1.04379562,0.434889435,0.491400491,COAR,GLOAPR,Peren_flashier
2201,0.364,0.217,1.858108108,0.078,0.483516484,0.048905487,0.962406015,0.401098901,0.53021978,COAR,GLOAPR,Peren_flashier
2212,0.374,0.22,2,0.1,0.518716578,0.047685901,1.149700599,0.435828877,0.502673797,COAR,GLOAPR,Peren_flashier
2221,0.367,0.155,2.335443038,0.079,0.566757493,0.049818551,1.260606061,0.48773842,0.561307902,COAR,GLOAPR,Peren_flashier
2231,0.391,0.218,2.348684211,0.088,0.485933504,0.0583875,1.248554913,0.398976982,0.511508951,COAR,GLOAPR,Peren_flashier
2241,0.369,0.235,1.756578947,0.091,0.501355014,0.055371802,1.162011173,0.417344173,0.582655827,COAR,GLOAPR,Peren_flashier
2251,0.37,0.232,2.22972973,0.083,0.437837838,0.051646146,1.023121387,0.289189189,0.524324324,COAR,GLOAPR,Peren_flashier
2261,0.369,0.223,2.263513514,0.093,0.498644986,0.048493151,1.212328767,0.409214092,0.582655827,COAR,GLOAPR,Peren_flashier
2271,0.385,0.239,1.973684211,0.095,0.47012987,0.054102079,0.981481481,0.361038961,0.54025974,COAR,GLOAPR,Peren_flashier
2281,0.376,0.24,1.953020134,0.088,0.555851064,0.06278855,1.102941176,0.457446809,0.545212766,COAR,GLOAPR,Peren_flashier
2291,0.387,0.233,2.124183007,0.098,0.441860465,0.05968254,1.492063492,0.335917313,0.514211886,COAR,GLOAPR,Peren_flashier
2301,0.384,0.236,2.322580645,0.089,0.432291667,0.058457031,0.890243902,0.317708333,0.544270833,COAR,GLOAPR,Peren_flashier
2312,0.365,0.211,2.159722222,0.097,0.487671233,0.056555863,1.176,0.391780822,0.578082192,COAR,GLOAPR,Peren_flashier
2321,0.349,0.209,2.585034014,0.095,0.481375358,0.050444998,1.19266055,0.378223496,0.59025788,COAR,GLOAPR,Peren_flashier
2331,0.327,0.206,2.570422535,0.093,0.498470948,0.051731302,1.084337349,0.422018349,0.639143731,COAR,GLOAPR,Peren_flashier
2341,0.373,0.221,2.139072848,0.074,0.506702413,0.070366257,1.582474227,0.434316354,0.557640751,DMAR,GLOAPR,Peren_longer
2351,0.383,0.221,2.493055556,0.086,0.548302872,0.065609467,1.414285714,0.467362924,0.535248042,DMAR,GLOAPR,Peren_longer
2361,0.374,0.227,2,0.089,0.49197861,0.05951716,1.559055118,0.393048128,0.561497326,DMAR,GLOAPR,Peren_longer
2371,0.375,0.232,2.238095238,0.087,0.472,0.077914952,1.577777778,0.357333333,0.554666667,OODR,GLOAPR,Peren_longer
2381,0.398,0.215,1.791139241,0.087,0.409547739,0.060670633,1.797468354,0.263819095,0.552763819,OODR,GLOAPR,Peren_longer
2391,0.369,0.223,2.317880795,0.084,0.474254743,0.065974026,1.649350649,0.382113821,0.571815718,OODR,GLOAPR,Peren_longer
2401,0.374,0.216,2.300699301,0.084,0.489304813,0.062241034,1.732283465,0.374331551,0.537433155,OODR,GLOAPR,Peren_longer
2412,0.395,0.204,1.954545455,0.1,0.486075949,0.06049948,1.789473684,0.346835443,0.526582278,OODR,GLOAPR,Peren_longer
2421,0.381,0.201,2.24137931,0.088,0.435695538,0.058171745,1.89,0.288713911,0.545931759,OODR,GLOAPR,Peren_longer
2431,0.347,0.217,1.604651163,0.093,0.561959654,0.056198347,1.7,0.53314121,0.634005764,OODR,GLOAPR,Peren_longer
2441,0.379,0.217,1.947019868,0.07,0.53298153,0.070520661,1.613043478,0.464379947,0.55408971,GCFR,GLOAPR,Peren_flashier
2451,0.39,0.221,2.432432432,0.085,0.569230769,0.073584488,1.266375546,0.520512821,0.530769231,GCFR,GLOAPR,Peren_flashier
2461,0.386,0.227,2.25974026,0.081,0.541450777,0.066300351,1.265765766,0.461139896,0.525906736,GCFR,GLOAPR,Peren_flashier
2471,0.409,0.23,2.675496689,0.079,0.474327628,0.07702908,1.35371179,0.354523227,0.525672372,GCFR,GLOAPR,Peren_flashier
2481,0.451,0.212,2.391025641,0.084,0.598669623,0.070924691,1.39408867,0.563192905,0.512195122,GCFR,GLOAPR,Peren_flashier
2491,0.402,0.22,2.25,0.078,0.552238806,0.068254848,1.272727273,0.462686567,0.524875622,GCFR,GLOAPR,Peren_flashier
2501,0.387,0.208,1.809210526,0.074,0.506459948,0.069433594,1.139240506,0.405684755,0.496124031,GCFR,GLOAPR,Peren_flashier
2512,0.389,0.221,2.033557047,0.086,0.593830334,0.070069763,1.455813953,0.562982005,0.542416452,GCFR,GLOAPR,Peren_flashier
2521,0.396,0.219,2.331210191,0.081,0.462121212,0.0712,1.236111111,0.348484848,0.522727273,GCFR,GLOAPR,Peren_flashier
2531,0.372,0.216,2.191780822,0.092,0.483870968,0.075115789,1.3632287,0.379032258,0.561827957,GCFR,GLOAPR,Peren_flashier
2541,0.41,0.218,2.425806452,0.085,0.502439024,0.091875,1.47,0.424390244,0.497560976,GCFR,GLOAPR,Peren_flashier
2551,0.397,0.21,2.566666667,0.084,0.501259446,0.07295328,1.365168539,0.428211587,0.534005038,GCFR,GLOAPR,Peren_flashier
2561,0.394,0.205,2.539473684,0.093,0.505076142,0.070332653,1.685314685,0.393401015,0.512690355,GCFR,GLOAPR,Peren_flashier
2571,0.364,0.235,2.328671329,0.1,0.472527473,0.08085,1.346938776,0.373626374,0.590659341,GCFR,GLOAPR,Peren_flashier
2581,0.376,0.242,2.646666667,0.09,0.494680851,0.062132353,1.7,0.428191489,0.555851064,GCFR,GLOAPR,Peren_flashier
2591,0.374,0.215,2.935064935,0.09,0.478609626,0.070546875,1.736434109,0.323529412,0.609625668,GCFR,GLOAPR,Peren_flashier
2601,0.364,0.218,2.64,0.097,0.508241758,0.053619444,2.051546392,0.425824176,0.571428571,GCFR,GLOAPR,Peren_flashier
2612,0.366,0.221,2.978417266,0.101,0.508196721,0.057270233,1.67,0.420765027,0.639344262,GCFR,GLOAPR,Peren_flashier
2621,0.357,0.203,2.248275862,0.089,0.504201681,0.035621302,3.071428571,0.420168067,0.56022409,GCFR,GLOAPR,Peren_flashier
2631,0.373,0.216,2.333333333,0.09,0.525469169,0.046836364,2.38961039,0.45308311,0.616621984,GCFR,GLOAPR,Peren_flashier
2641,0.385,0.222,2.466165414,0.097,0.576623377,0.039379592,0.930555556,0.519480519,0.558441558,DRAR,GLOAPR,Peren_flashier
2651,0.362,0.226,2.589928058,0.079,0.436464088,0.03591821,1.052631579,0.306629834,0.604972376,DRAR,GLOAPR,Peren_flashier
2661,0.365,0.221,2.510638298,0.085,0.526027397,0.051394258,0.982035928,0.460273973,0.580821918,DRAR,GLOAPR,Peren_flashier
2671,0.349,0.223,2.308270677,0.106,0.504297994,0.051851211,1.094594595,0.435530086,0.578796562,DRAR,GLOAPR,Peren_flashier
2681,0.36,0.226,2.319444444,0.095,0.483333333,0.039385164,0.955882353,0.363888889,0.577777778,DRAR,GLOAPR,Peren_flashier
2691,0.354,0.231,2.623188406,0.092,0.451977401,0.044091711,0.892857143,0.358757062,0.601694915,DRAR,GLOAPR,Peren_flashier
2701,0.357,0.235,2.454545455,0.084,0.448179272,0.040843426,0.936619718,0.352941176,0.568627451,DRAR,GLOAPR,Peren_flashier
2712,0.369,0.226,2.286713287,0.092,0.490514905,0.029324767,0.911504425,0.360433604,0.563685637,DRAR,GLOAPR,Peren_flashier
2721,0.362,0.22,2.531034483,0.092,0.422651934,0.038636686,1.452830189,0.301104972,0.585635359,DRAR,GLOAPR,Peren_flashier
2731,0.353,0.211,2.643356643,0.096,0.504249292,0.043448276,0.920634921,0.433427762,0.566572238,DRAR,GLOAPR,Peren_flashier
2741,0.342,0.231,2.803030303,0.082,0.538011696,0.042019896,0.924137931,0.473684211,0.584795322,DRAR,GLOAPR,Peren_flashier
2751,0.361,0.219,2.735294118,0.086,0.454293629,0.053891735,1.166666667,0.343490305,0.56232687,DRAR,GLOAPR,Peren_flashier
2761,0.363,0.21,2.654929577,0.083,0.506887052,0.047393507,0.93902439,0.446280992,0.567493113,DRAR,GLOAPR,Peren_flashier
2771,0.357,0.236,2.442176871,0.092,0.459383754,0.043790625,0.936416185,0.333333333,0.577030812,DRAR,GLOAPR,Peren_flashier
2781,0.397,0.238,2.544776119,0.089,0.516372796,0.044705532,0.927777778,0.425692695,0.561712846,DRAR,GLOAPR,Peren_flashier
2791,0.349,0.235,2.163265306,0.083,0.627507163,0.041339477,1.04519774,0.575931232,0.604584527,DRAR,GLOAPR,Peren_flashier
2801,0.373,0.244,2.410958904,0.082,0.455764075,0.047774713,1.0625,0.308310992,0.557640751,DRAR,GLOAPR,Peren_flashier
2812,0.368,0.233,2.653846154,0.089,0.464673913,0.048655543,0.963302752,0.355978261,0.554347826,DRAR,GLOAPR,Peren_flashier
2821,0.415,0.22,2.416666667,0.091,0.58313253,0.049212932,0.986956522,0.515662651,0.520481928,DRAR,GLOAPR,Peren_flashier
2831,0.428,0.201,2.588652482,0.073,0.51635514,0.045710718,1.052631579,0.418224299,0.46728972,DRAR,GLOAPR,Peren_flashier
2841,0.371,0.257,2.345323741,0.089,0.4393531,0.064775087,1.444444444,0.285714286,0.5606469,DRAR,GLOAPR,Peren_flashier
2851,0.377,0.217,2.304635762,0.071,0.49071618,0.067722952,1.236363636,0.408488064,0.564986737,GPHR,GLOAPR,Peren_longer
2861,0.385,0.231,2.180555556,0.089,0.480519481,0.067565193,1.228426396,0.397402597,0.558441558,GPHR,GLOAPR,Peren_longer
2871,0.373,0.223,2.2,0.089,0.517426273,0.072566772,1.222707424,0.474530831,0.581769437,GPHR,GLOAPR,Peren_longer
2891,0.363,0.223,2.433566434,0.091,0.567493113,0.059917695,1.186813187,0.49862259,0.603305785,GPHR,GLOAPR,Peren_longer
2901,0.415,0.239,2.439189189,0.097,0.537349398,0.046656,1,0.412048193,0.537349398,GPHR,GLOAPR,Peren_longer
2912,0.35,0.213,2.642857143,0.091,0.522857143,0.069444444,1.111111111,0.434285714,0.565714286,GPHR,GLOAPR,Peren_longer
2921,0.354,0.253,2.510948905,0.092,0.483050847,0.057028291,1,0.395480226,0.593220339,GPHR,GLOAPR,Peren_longer
2931,0.367,0.105,2.452054795,0.096,0.433242507,0.058203125,1.073825503,0.294277929,0.558583106,GPHR,GLOAPR,Peren_longer
2941,0.386,0.236,2.447552448,0.087,0.42746114,0.056436442,0.933333333,0.274611399,0.541450777,GPHR,GLOAPR,Peren_longer
2951,0.376,0.079,2.216783217,0.099,0.473404255,0.062185224,1.152777778,0.343085106,0.569148936,GPHR,GLOAPR,Peren_longer
2961,0.352,0.243,2.721804511,0.096,0.519886364,0.059166667,0.946666667,0.403409091,0.576704545,GPHR,GLOAPR,Peren_longer
2971,0.349,0.245,2.405797101,0.086,0.46991404,0.05875,1.063829787,0.335243553,0.598853868,GPHR,GLOAPR,Peren_longer
2981,0.347,0.225,2.333333333,0.103,0.492795389,0.062464809,1.048611111,0.432276657,0.628242075,GPHR,GLOAPR,Peren_longer
3001,0.385,0.229,2.236486486,0.091,0.4,0.056699224,1.186046512,0.244155844,0.618181818,GPHR,GLOAPR,Peren_longer
3012,0.356,0.222,2.485074627,0.098,0.474719101,0.054161983,1,0.393258427,0.617977528,GPHR,GLOAPR,Peren_longer
3021,0.361,0.226,2.268965517,0.104,0.451523546,0.061568627,1.539215686,0.351800554,0.603878116,GPHR,GLOAPR,Peren_longer
3031,0.366,0.201,2.07518797,0.087,0.472677596,0.064775087,1.230769231,0.349726776,0.573770492,GPHR,GLOAPR,Peren_longer
3041,0.363,0.232,2.692307692,0.091,0.438016529,0.060342857,1.047619048,0.341597796,0.561983471,DRAR,GLOAPR,Peren_flashier
3051,0.348,0.22,2.387323944,0.087,0.456896552,0.062475,0.960784314,0.373563218,0.574712644,DRAR,GLOAPR,Peren_flashier
3071,0.357,0.229,2.460992908,0.095,0.512605042,0.052536627,1.133858268,0.445378151,0.565826331,DRAR,GLOAPR,Peren_flashier
3081,0.354,0.238,2.020134228,0.094,0.491525424,0.051100826,1.110169492,0.437853107,0.593220339,DRAR,GLOAPR,Peren_flashier
3091,0.363,0.219,2.524475524,0.096,0.465564738,0.063969384,1.268907563,0.314049587,0.592286501,DRAR,GLOAPR,Peren_flashier
3131,0.374,0.207,2.331210191,0.082,0.475935829,0.055387812,1.081395349,0.377005348,0.556149733,MHMR,GLOAPR,Peren_longer
3141,0.365,0.225,1.896103896,0.084,0.476712329,0.066260141,1.070093458,0.410958904,0.578082192,OODR,GLOAPR,Peren_longer
3151,0.389,0.216,2.251748252,0.085,0.503856041,0.063516444,1.153409091,0.390745501,0.537275064,OODR,GLOAPR,Peren_longer
3161,0.359,0.214,2.2890625,0.087,0.501392758,0.052382813,0.966442953,0.395543175,0.56545961,OODR,GLOAPR,Peren_longer
3171,0.365,0.214,2.420689655,0.097,0.520547945,0.058979592,1,0.449315068,0.575342466,OODR,GLOAPR,Peren_longer
3181,0.363,0.216,1.856164384,0.098,0.479338843,0.053633218,1.032258065,0.360881543,0.567493113,OODR,GLOAPR,Peren_longer
3191,0.332,0.211,2.266666667,0.1,0.572289157,0.054444444,1,0.521084337,0.611445783,OODR,GLOAPR,Peren_longer
3201,0.378,0.223,1.865384615,0.092,0.462962963,0.058849587,1.069767442,0.328042328,0.552910053,OODR,GLOAPR,Peren_longer
3221,0.364,0.232,2.493243243,0.083,0.582417582,0.062357042,1.100456621,0.541208791,0.587912088,AHMR,GLOAPR,Peren_longer
3231,0.353,0.199,1.971014493,0.081,0.535410765,0.062018267,1.0875,0.478753541,0.592067989,AHMR,GLOAPR,Peren_longer
3241,0.38,0.228,1.745098039,0.099,0.497368421,0.059693998,1.093023256,0.392105263,0.552631579,GCFR,GLOAPR,Peren_flashier
3251,0.364,0.218,2.369863014,0.084,0.53021978,0.060644531,1.056521739,0.456043956,0.552197802,GCFR,GLOAPR,Peren_flashier
