row.number,BD,PFL,throt,ED,EP,GS,GSh,MP,BS,Site1,species,group
1,0.429,0.205,2.822222222,0.09,0.582750583,0.012472821,0.924861878,0.435897436,0.459207459,GCFR,AMNPER,Peren_flashier
2,0.43,0.205,2.6,0.104,0.537209302,0.007549545,1.447368421,0.411627907,0.511627907,GCFR,AMNPER,Peren_flashier
3,0.39,0.197,2.713178295,0.095,0.569230769,0.009251159,0.930232558,0.420512821,0.51025641,GCFR,AMNPER,Peren_flashier
4,0.421,0.209,2.29787234,0.102,0.524940618,0.008404255,1.566666667,0.363420428,0.496437055,GCFR,AMNPER,Peren_flashier
5,0.415,0.202,1.823943662,0.101,0.520481928,0.007240065,1.765217391,0.325301205,0.491566265,GCFR,AMNPER,Peren_flashier
6,0.412,0.197,2.562043796,0.083,0.599514563,0.007082824,1.043543544,0.470873786,0.516990291,GCFR,AMNPER,Peren_flashier
7,0.386,0.184,2.180451128,0.079,0.533678756,0.008645333,1.22406639,0.393782383,0.471502591,GCFR,AMNPER,Peren_flashier
8,0.416,0.209,2.592857143,0.091,0.528846154,0.009045454,1.263613861,0.34375,0.483173077,GCFR,AMNPER,Peren_flashier
9,0.417,0.206,2.592857143,0.097,0.537170264,0.005403826,1.261663286,0.35971223,0.489208633,BDFR,AMNPER,Peren_flashier
10,0.421,0.195,2.78030303,0.085,0.437054632,0.005695635,1.147569444,0.270783848,0.460807601,BDFR,AMNPER,Peren_flashier
11,0.41,0.205,2.364341085,0.091,0.468292683,0.007210197,1.10720268,0.270731707,0.475609756,BDFR,AMNPER,Peren_flashier
12,0.407,0.202,2.305970149,0.091,0.511056511,0.005991116,1.75,0.353808354,0.496314496,BDFR,AMNPER,Peren_flashier
13,0.428,0.222,2.551470588,0.096,0.453271028,0.006614876,2.379310345,0.261682243,0.478971963,BDFR,AMNPER,Peren_flashier
15,0.421,0.229,3,0.092,0.498812352,0.00459516,1.120879121,0.296912114,0.475059382,BDFR,AMNPER,Peren_flashier
17,0.417,0.222,2.666666667,0.067,0.470023981,0.005606308,1.153846154,0.278177458,0.436450839,BDFR,AMNPER,Peren_flashier
18,0.391,0.212,2.375,0.082,0.493606138,0.00499183,1.250659631,0.337595908,0.496163683,BDFR,AMNPER,Peren_flashier
19,0.392,0.176,2.563380282,0.088,0.43622449,0.004501745,1.010152284,0.237244898,0.487244898,BDFR,AMNPER,Peren_flashier
20,0.41,0.171,2.632352941,0.092,0.495121951,0.005616327,1.194444444,0.326829268,0.519512195,BDFR,AMNPER,Peren_flashier
21,0.427,0.215,2.11971831,0.093,0.475409836,0.004883337,1.23495702,0.271662763,0.505854801,BDFR,AMNPER,Peren_flashier
22,0.406,0.206,2.368794326,0.092,0.485221675,0.006361184,1.255474453,0.275862069,0.487684729,BDFR,AMNPER,Peren_flashier
23,0.411,0.222,2.881118881,0.077,0.498783455,0.007696793,1.696969697,0.372262774,0.474452555,BDFR,AMNPER,Peren_flashier
24,0.395,0.207,2.674603175,0.083,0.493670886,0.006845573,1.98245614,0.318987342,0.46835443,BDFR,AMNPER,Peren_flashier
25,0.406,0.214,2.718518519,0.088,0.495073892,0.007015438,1.048387097,0.354679803,0.509852217,BDFR,AMNPER,Peren_flashier
26,0.41,0.204,2.939393939,0.08,0.470731707,0.00625585,0.997693195,0.292682927,0.448780488,BDFR,AMNPER,Peren_flashier
27,0.419,0.233,2.636363636,0.076,0.417661098,0.00621367,1.037275064,0.212410501,0.455847255,BDFR,AMNPER,Peren_flashier
28,0.42,0.2,2.786259542,0.082,0.354761905,0.005399789,1.041463415,0.15952381,0.461904762,BDFR,AMNPER,Peren_flashier
29,0.396,0.176,2.735714286,0.097,0.446969697,0.007037213,1.826086957,0.252525253,0.47979798,GJKR,AMNPER,Peren_longer
31,0.416,0.187,2.638297872,0.08,0.451923077,0.006508172,1.48,0.283653846,0.430288462,GJKR,AMNPER,Peren_longer
32,0.408,0.2,2.532374101,0.083,0.455882353,0.007279187,1.489795918,0.296568627,0.460784314,GJKR,AMNPER,Peren_longer
33,0.395,0.182,2.641791045,0.089,0.437974684,0.007490637,1.648148148,0.255696203,0.483544304,SHFR,AMNPER,Intermittent
34,0.39,0.196,2.320610687,0.098,0.571794872,0.006263912,1.828571429,0.397435897,0.476923077,SHFR,AMNPER,Intermittent
35,0.416,0.194,2.570422535,0.081,0.485576923,0.005040958,1.5,0.305288462,0.461538462,SHFR,AMNPER,Intermittent
36,0.424,0.176,2.397058824,0.085,0.443396226,0.005980334,1.818181818,0.257075472,0.455188679,OODR,AMNPER,Peren_longer
37,0.42,0.167,2.896296296,0.082,0.478571429,0.006089965,1.454545455,0.371428571,0.492857143,OODR,AMNPER,Peren_longer
41,0.424,0.188,3.007575758,0.081,0.551886792,0.006705247,1.795454545,0.384433962,0.443396226,SHFR,AMNPER,Intermittent
43,0.4,0.204,2.739130435,0.086,0.4975,0.007216947,1.461538462,0.305,0.5175,SHFR,AMNPER,Intermittent
45,0.41,0.207,2.507352941,0.092,0.458536585,0.007640479,1.483146067,0.275609756,0.441463415,SHFR,AMNPER,Intermittent
47,0.413,0.202,2.808510638,0.097,0.440677966,0.009333824,1.296360485,0.237288136,0.515738499,SHFR,AMNPER,Intermittent
51,0.407,0.211,2.446808511,0.098,0.444717445,0.006888889,1.55,0.245700246,0.474201474,SHFR,AMNPER,Intermittent
52,0.389,0.194,2.411347518,0.083,0.460154242,0.00656033,1.652173913,0.277634961,0.475578406,SHFR,AMNPER,Intermittent
58,0.407,0.218,2.631205674,0.099,0.4004914,0.003636364,2.75,0.174447174,0.486486486,SHFR,AMNPER,Intermittent
70,0.4,0.228,2.347826087,0.098,0.45,0.006379962,2.16,0.2275,0.5125,SHFR,AMNPER,Intermittent
77,0.402,0.192,2.541984733,0.076,0.519900498,0.006942749,1.373626374,0.395522388,0.44278607,COAR,AMNPER,Peren_flashier
78,0.433,0.183,2.404411765,0.077,0.427251732,0.004765684,1.243589744,0.272517321,0.3926097,COAR,AMNPER,Peren_flashier
79,0.405,0.192,3.24,0.077,0.488888889,0.005806944,1.527027027,0.320987654,0.44691358,COAR,AMNPER,Peren_flashier
80,0.432,0.19,3.022556391,0.084,0.472222222,0.005478662,1.754385965,0.326388889,0.444444444,COAR,AMNPER,Peren_flashier
81,0.429,0.205,2.845070423,0.09,0.531468531,0.005328395,1.596153846,0.41958042,0.428904429,COAR,AMNPER,Peren_flashier
82,0.421,0.193,2.902097902,0.092,0.439429929,0.006135553,1.592592593,0.277909739,0.470308789,COAR,AMNPER,Peren_flashier
83,0.399,0.193,2.666666667,0.085,0.486215539,0.005408329,1.6,0.34085213,0.49122807,COAR,AMNPER,Peren_flashier
84,0.433,0.205,2.54676259,0.095,0.436489607,0.005624543,1.590909091,0.277136259,0.399538106,COAR,AMNPER,Peren_flashier
85,0.421,0.199,2.492753623,0.09,0.456057007,0.005622936,1.357142857,0.313539192,0.432304038,COAR,AMNPER,Peren_flashier
86,0.427,0.214,2.795774648,0.089,0.454332553,0.005816327,1.263157895,0.323185012,0.421545667,COAR,AMNPER,Peren_flashier
87,0.419,0.186,2.717391304,0.092,0.427207637,0.005425606,1.632653061,0.279236277,0.429594272,COAR,AMNPER,Peren_flashier
88,0.41,0.194,2.5,0.088,0.463414634,0.006216538,1.381818182,0.297560976,0.404878049,COAR,AMNPER,Peren_flashier
89,0.407,0.198,2.631578947,0.089,0.503685504,0.004165885,1.621621622,0.373464373,0.442260442,COAR,AMNPER,Peren_flashier
90,0.396,0.201,3.069767442,0.099,0.464646465,0.006558642,1.36,0.297979798,0.462121212,COAR,AMNPER,Peren_flashier
91,0.428,0.194,2.45112782,0.089,0.41588785,0.005639111,1.173076923,0.23364486,0.429906542,COAR,AMNPER,Peren_flashier
92,0.421,0.195,1.866666667,0.109,0.477434679,0.006702959,1.229166667,0.365795724,0.477434679,COAR,AMNPER,Peren_flashier
93,0.404,0.193,2.363636364,0.086,0.527227723,0.005680277,1.263157895,0.376237624,0.423267327,COAR,AMNPER,Peren_flashier
94,0.398,0.2,2.192307692,0.101,0.502512563,0.003792014,1.466666667,0.32160804,0.477386935,COAR,AMNPER,Peren_flashier
96,0.427,0.191,2.258992806,0.088,0.475409836,0.005866667,1.704545455,0.37704918,0.405152225,COAR,AMNPER,Peren_flashier
97,0.389,0.216,1.919117647,0.105,0.501285347,0.005482378,0.795454545,0.367609254,0.506426735,DMAR,AMNPER,Peren_longer
98,0.434,0.222,2.532846715,0.098,0.366359447,0.005794911,1.086956522,0.170506912,0.47235023,DMAR,AMNPER,Peren_longer
99,0.389,0.204,2.71641791,0.088,0.413881748,0.004807605,1.220338983,0.187660668,0.473007712,DMAR,AMNPER,Peren_longer
100,0.425,0.205,2.885714286,0.106,0.451764706,0.004720541,1.147058824,0.317647059,0.465882353,DMAR,AMNPER,Peren_longer
101,0.433,0.219,2.788732394,0.085,0.475750577,0.007639332,1.169491525,0.341801386,0.466512702,DMAR,AMNPER,Peren_longer
102,0.427,0.201,2.630136986,0.084,0.43793911,0.005924515,1.017241379,0.276346604,0.433255269,DMAR,AMNPER,Peren_longer
103,0.404,0.196,2.819548872,0.085,0.440594059,0.007850667,1.078125,0.321782178,0.465346535,DMAR,AMNPER,Peren_longer
104,0.4,0.194,2.388059701,0.094,0.53,0.006525454,1.205128205,0.415,0.4825,DMAR,AMNPER,Peren_longer
105,0.387,0.2,2.492647059,0.109,0.416020672,0.006146694,0.971428571,0.240310078,0.503875969,DMAR,AMNPER,Peren_longer
106,0.401,0.199,2.525179856,0.115,0.483790524,0.006853741,1.258064516,0.354114713,0.50872818,DMAR,AMNPER,Peren_longer
107,0.418,0.209,2.407142857,0.109,0.449760766,0.007936508,1.142857143,0.330143541,0.483253589,DMAR,AMNPER,Peren_longer
108,0.384,0.213,2.5,0.115,0.4609375,0.008205128,1.21875,0.317708333,0.546875,DMAR,AMNPER,Peren_longer
109,0.403,0.17,2.259541985,0.08,0.491315136,0.005825606,1.131147541,0.369727047,0.493796526,DMAR,AMNPER,Peren_longer
110,0.439,0.204,2.744680851,0.082,0.439635535,0.006335984,1.155844156,0.30523918,0.435079727,DMAR,AMNPER,Peren_longer
111,0.438,0.185,2.389705882,0.093,0.429223744,0.007029586,0.981818182,0.285388128,0.438356164,DMAR,AMNPER,Peren_longer
112,0.403,0.182,2.288888889,0.087,0.426799007,0.007793604,1.16,0.275434243,0.454094293,DMAR,AMNPER,Peren_longer
113,0.404,0.186,2.286821705,0.088,0.448019802,0.006797521,1.340425532,0.326732673,0.5,DMAR,AMNPER,Peren_longer
114,0.385,0.204,2.426470588,0.096,0.433766234,0.006492271,1.238095238,0.280519481,0.462337662,DMAR,AMNPER,Peren_longer
115,0.423,0.195,2.424460432,0.082,0.442080378,0.005454736,1.081632653,0.269503546,0.486997636,DMAR,AMNPER,Peren_longer
118,0.381,0.183,2.320610687,0.095,0.472440945,0.004866255,1.303030303,0.330708661,0.454068241,MHMR,AMNPER,Peren_longer
121,0.382,0.206,2.389312977,0.094,0.507853403,0.006,1.666666667,0.376963351,0.515706806,MHMR,AMNPER,Peren_longer
122,0.399,0.212,2.54676259,0.094,0.473684211,0.005883367,2,0.323308271,0.513784461,MHMR,AMNPER,Peren_longer
123,0.408,0.211,2.266666667,0.097,0.477941176,0.005746173,1.558823529,0.306372549,0.49754902,MHMR,AMNPER,Peren_longer
124,0.394,0.207,2.482014388,0.093,0.446700508,0.007217605,1.914285714,0.307106599,0.472081218,MHMR,AMNPER,Peren_longer
126,0.401,0.214,2.366906475,0.096,0.431421446,0.005821016,1.5,0.294264339,0.481296758,MHMR,AMNPER,Peren_longer
127,0.409,0.199,2.687022901,0.097,0.491442543,0.005415385,1.181818182,0.339853301,0.442542787,MHMR,AMNPER,Peren_longer
128,0.381,0.177,2.616541353,0.097,0.456692913,0.006280992,1.315789474,0.283464567,0.490813648,MHMR,AMNPER,Peren_longer
130,0.403,0.209,2.371212121,0.096,0.426799007,0.00643739,2.085714286,0.267990074,0.47146402,MHMR,AMNPER,Peren_longer
132,0.386,0.205,2.360294118,0.094,0.440414508,0.008007284,2.131578947,0.28238342,0.461139896,MHMR,AMNPER,Peren_longer
133,0.418,0.207,2.692857143,0.092,0.488038278,0.005566406,1.578947368,0.377990431,0.473684211,MHMR,AMNPER,Peren_longer
134,0.387,0.214,2.718518519,0.09,0.45994832,0.005428571,1.842105263,0.361757106,0.465116279,MHMR,AMNPER,Peren_longer
136,0.394,0.194,2.606060606,0.088,0.449238579,0.007438715,1.257142857,0.269035533,0.474619289,MHMR,AMNPER,Peren_longer
137,0.395,0.199,3.053435115,0.094,0.465822785,0.008215211,1.1,0.283544304,0.458227848,MHMR,AMNPER,Peren_longer
138,0.404,0.206,2.427536232,0.084,0.47029703,0.005408163,1.06,0.334158416,0.455445545,MHMR,AMNPER,Peren_longer
139,0.401,0.189,2.518248175,0.085,0.478802993,0.007277883,1.145454545,0.304239401,0.476309227,MHMR,AMNPER,Peren_longer
140,0.398,0.192,2.184397163,0.084,0.462311558,0.006453061,1.215686275,0.32160804,0.447236181,MHMR,AMNPER,Peren_longer
141,0.38,0.197,2.731884058,0.083,0.463157895,0.005756293,1.789473684,0.286842105,0.542105263,MHMR,AMNPER,Peren_longer
142,0.39,0.207,2.380597015,0.09,0.474358974,0.00695858,1.224489796,0.315384615,0.448717949,MHMR,AMNPER,Peren_longer
143,0.386,0.187,2.262773723,0.096,0.448186528,0.005096953,1.277777778,0.303108808,0.448186528,MHMR,AMNPER,Peren_longer
144,0.401,0.202,2.617449664,0.085,0.481296758,0.00640999,1.272727273,0.291770574,0.526184539,MHMR,AMNPER,Peren_longer
145,0.391,0.195,1.726618705,0.09,0.516624041,0.005758929,1.023809524,0.368286445,0.457800512,MHMR,AMNPER,Peren_longer
146,0.386,0.186,2.181818182,0.098,0.424870466,0.007037037,1.421052632,0.233160622,0.502590674,MHMR,AMNPER,Peren_longer
147,0.391,0.218,2.474452555,0.092,0.455242967,0.007160331,1.5,0.268542199,0.475703325,MHMR,AMNPER,Peren_longer
148,0.376,0.187,2.02962963,0.101,0.42287234,0.006016,1.46875,0.263297872,0.555851064,MHMR,AMNPER,Peren_longer
149,0.365,0.188,2.3515625,0.095,0.446575342,0.006148,1.827586207,0.282191781,0.493150685,MHMR,AMNPER,Peren_longer
150,0.367,0.184,2.133333333,0.093,0.365122616,0.006942149,1.714285714,0.21253406,0.514986376,MHMR,AMNPER,Peren_longer
151,0.377,0.187,2.230769231,0.085,0.51193634,0.007776,1.5,0.381962865,0.48806366,MHMR,AMNPER,Peren_longer
152,0.356,0.179,2.201612903,0.096,0.407303371,0.005247781,1.303030303,0.27247191,0.553370787,MHMR,AMNPER,Peren_longer
155,0.397,0.191,2.398496241,0.098,0.43324937,0.004074074,2.454545455,0.287153652,0.468513854,MHMR,AMNPER,Peren_longer
156,0.422,0.194,2.151079137,0.098,0.438388626,0.007358678,1.261904762,0.293838863,0.440758294,MHMR,AMNPER,Peren_longer
157,0.378,0.202,2.441860465,0.103,0.457671958,0.005873977,1.515151515,0.314814815,0.462962963,MHMR,AMNPER,Peren_longer
160,0.403,0.184,2.346153846,0.099,0.444168734,0.006247775,1.153846154,0.267990074,0.498759305,DMAR,AMNPER,Peren_longer
161,0.404,0.202,2.162962963,0.097,0.47029703,0.0056,1.142857143,0.368811881,0.544554455,DMAR,AMNPER,Peren_longer
162,0.418,0.21,2.379310345,0.098,0.344497608,0.007268026,1.195652174,0.141148325,0.466507177,DMAR,AMNPER,Peren_longer
163,0.4,0.165,2.338345865,0.1,0.4125,0.006001847,1.282051282,0.23,0.4975,DMAR,AMNPER,Peren_longer
164,0.383,0.208,2.007575758,0.096,0.467362924,0.005729167,1.212121212,0.328981723,0.587467363,DMAR,AMNPER,Peren_longer
165,0.404,0.195,2.420289855,0.094,0.504950495,0.00617474,1.419354839,0.376237624,0.504950495,DMAR,AMNPER,Peren_longer
166,0.414,0.197,2.035460993,0.096,0.437198068,0.006961907,1.320754717,0.280193237,0.444444444,BDFR,AMNPER,Peren_flashier
167,0.423,0.197,2.73943662,0.088,0.432624113,0.009806238,1.204819277,0.286052009,0.46572104,BDFR,AMNPER,Peren_flashier
168,0.406,0.219,2.703703704,0.098,0.472906404,0.0085,1.328125,0.315270936,0.495073892,BDFR,AMNPER,Peren_flashier
169,0.409,0.208,2.342857143,0.094,0.506112469,0.006701353,1.217391304,0.369193154,0.496332518,BDFR,AMNPER,Peren_flashier
170,0.433,0.209,2.475862069,0.096,0.475750577,0.009732225,1.215686275,0.311778291,0.494226328,BDFR,AMNPER,Peren_flashier
171,0.393,0.207,2.827338129,0.101,0.432569975,0.007739855,1.422222222,0.244274809,0.493638677,BDFR,AMNPER,Peren_flashier
172,0.422,0.21,2.709219858,0.093,0.436018957,0.008427467,1.4,0.296208531,0.464454976,BDFR,AMNPER,Peren_flashier
173,0.391,0.198,2.525179856,0.095,0.519181586,0.009094388,1.347826087,0.388746803,0.52173913,BDFR,AMNPER,Peren_flashier
174,0.432,0.19,2.755244755,0.106,0.43287037,0.007319008,1.317073171,0.259259259,0.456018519,BDFR,AMNPER,Peren_flashier
175,0.424,0.225,2.695652174,0.103,0.443396226,0.009688091,1.219512195,0.297169811,0.452830189,BDFR,AMNPER,Peren_flashier
176,0.422,0.21,2.657342657,0.094,0.485781991,0.008261157,1.040816327,0.348341232,0.457345972,BDFR,AMNPER,Peren_flashier
177,0.425,0.201,2.592857143,0.108,0.404705882,0.008385417,1.095238095,0.230588235,0.487058824,BDFR,AMNPER,Peren_flashier
178,0.425,0.205,2.547297297,0.1,0.414117647,0.008928571,1.12,0.251764706,0.456470588,BDFR,AMNPER,Peren_flashier
179,0.387,0.219,2.565217391,0.092,0.470284238,0.006183432,1.157894737,0.335917313,0.503875969,BDFR,AMNPER,Peren_flashier
180,0.396,0.206,2.632352941,0.092,0.431818182,0.006286982,1.470588235,0.25,0.484848485,BDFR,AMNPER,Peren_flashier
181,0.432,0.233,2.5,0.102,0.465277778,0.010434448,1.282608696,0.293981481,0.465277778,BDFR,AMNPER,Peren_flashier
182,0.401,0.194,2.482269504,0.097,0.431421446,0.006397334,1.5,0.269326683,0.498753117,BDFR,AMNPER,Peren_flashier
183,0.405,0.203,2.390070922,0.099,0.456790123,0.009361702,1.068181818,0.288888889,0.501234568,BDFR,AMNPER,Peren_flashier
184,0.43,0.212,2.713333333,0.108,0.404651163,0.009173554,1.297297297,0.206976744,0.488372093,BDFR,AMNPER,Peren_flashier
186,0.421,0.202,2.082089552,0.097,0.498812352,0.006147644,1.525,0.413301663,0.439429929,BDFR,AMNPER,Peren_flashier
187,0.436,0.193,2.4,0.098,0.474770642,0.007742878,1.509433962,0.344036697,0.415137615,BDFR,AMNPER,Peren_flashier
188,0.427,0.217,2.678321678,0.114,0.484777518,0.006186264,1.414634146,0.327868852,0.433255269,BDFR,AMNPER,Peren_flashier
189,0.429,0.206,2.35,0.104,0.400932401,0.004132231,0.888888889,0.254079254,0.454545455,BDFR,AMNPER,Peren_flashier
190,0.403,0.196,2.933333333,0.093,0.444168734,0.00620678,2.3,0.272952854,0.518610422,BDFR,AMNPER,Peren_flashier
191,0.415,0.201,2.697841727,0.095,0.445783133,0.00775638,1.553846154,0.269879518,0.484337349,BDFR,AMNPER,Peren_flashier
192,0.411,0.213,2.669117647,0.077,0.484184915,0.009319527,1.244444444,0.347931873,0.479318735,BDFR,AMNPER,Peren_flashier
193,0.408,0.212,2.830882353,0.097,0.5,0.007794953,1.694915254,0.345588235,0.507352941,BDFR,AMNPER,Peren_flashier
194,0.436,0.2,2.840277778,0.089,0.46559633,0.007650549,1.683333333,0.311926606,0.461009174,BDFR,AMNPER,Peren_flashier
195,0.416,0.208,2.573529412,0.078,0.528846154,0.006980609,1.587301587,0.387019231,0.449519231,BDFR,AMNPER,Peren_flashier
196,0.44,0.209,2.64084507,0.088,0.434090909,0.007361592,1.608695652,0.279545455,0.470454545,BDFR,AMNPER,Peren_flashier
197,0.435,0.207,3.030075188,0.085,0.383908046,0.007746032,1.742857143,0.2,0.466666667,BDFR,AMNPER,Peren_flashier
198,0.404,0.18,2.917910448,0.077,0.514851485,0.0085597,2,0.418316832,0.448019802,BDFR,AMNPER,Peren_flashier
199,0.434,0.179,2.774647887,0.074,0.502304147,0.007454545,1.341463415,0.31797235,0.442396313,BDFR,AMNPER,Peren_flashier
200,0.447,0.213,2.921985816,0.086,0.402684564,0.008595041,1.625,0.241610738,0.44295302,BDFR,AMNPER,Peren_flashier
201,0.417,0.189,3.26618705,0.092,0.532374101,0.007833333,1.7625,0.371702638,0.443645084,BDFR,AMNPER,Peren_flashier
202,0.435,0.226,2.732394366,0.09,0.498850575,0.01041047,1.428571429,0.296551724,0.498850575,GCFR,AMNPER,Peren_flashier
203,0.41,0.19,2.912408759,0.082,0.497560976,0.007338843,1.3875,0.373170732,0.42195122,GCFR,AMNPER,Peren_flashier
204,0.403,0.203,2.84496124,0.087,0.523573201,0.010501701,1.217948718,0.367245658,0.431761787,GCFR,AMNPER,Peren_flashier
205,0.394,0.194,2.607407407,0.097,0.494923858,0.008333333,1.2,0.345177665,0.472081218,GCFR,AMNPER,Peren_flashier
206,0.394,0.204,2.881481481,0.089,0.469543147,0.008086536,1.272727273,0.355329949,0.540609137,GCFR,AMNPER,Peren_flashier
207,0.43,0.2,2.841726619,0.09,0.541860465,0.007256236,1.25,0.381395349,0.48372093,GCFR,AMNPER,Peren_flashier
208,0.391,0.201,2.365671642,0.102,0.468030691,0.008,1.25,0.296675192,0.485933504,GCFR,AMNPER,Peren_flashier
209,0.416,0.195,3.014705882,0.091,0.449519231,0.010097789,1.266666667,0.262019231,0.492788462,GCFR,AMNPER,Peren_flashier
210,0.403,0.206,2.627737226,0.108,0.35483871,0.006330696,1.052631579,0.193548387,0.511166253,GCFR,AMNPER,Peren_flashier
211,0.403,0.207,3.037037037,0.102,0.449131514,0.009044331,1.206896552,0.2382134,0.545905707,GCFR,AMNPER,Peren_flashier
212,0.422,0.205,2.843971631,0.088,0.402843602,0.007345679,1.214285714,0.239336493,0.438388626,GCFR,AMNPER,Peren_flashier
213,0.413,0.213,2.705882353,0.096,0.409200969,0.007857143,1.272727273,0.246973366,0.472154964,GCFR,AMNPER,Peren_flashier
214,0.426,0.22,3.161971831,0.099,0.448356808,0.008135331,1.285714286,0.253521127,0.483568075,GCFR,AMNPER,Peren_flashier
215,0.394,0.214,2.572519084,0.097,0.454314721,0.007324219,1.2,0.269035533,0.535532995,GCFR,AMNPER,Peren_flashier
216,0.403,0.209,2.540145985,0.093,0.439205955,0.007568359,1.24,0.253101737,0.46898263,GCFR,AMNPER,Peren_flashier
217,0.429,0.212,2.757142857,0.098,0.414918415,0.006632653,1.3,0.24009324,0.461538462,GCFR,AMNPER,Peren_flashier
218,0.418,0.186,2.798561151,0.092,0.435406699,0.008796296,1.266666667,0.282296651,0.4784689,GCFR,AMNPER,Peren_flashier
219,0.424,0.207,2.917910448,0.091,0.452830189,0.006887052,1.2,0.301886792,0.45990566,GCFR,AMNPER,Peren_flashier
220,0.436,0.224,2.833333333,0.092,0.48853211,0.009418283,1.176470588,0.293577982,0.45412844,GCFR,AMNPER,Peren_flashier
221,0.397,0.194,2.586956522,0.097,0.365239295,0.007100592,1.2,0.168765743,0.481108312,GCFR,AMNPER,Peren_flashier
222,0.405,0.216,2.030075188,0.103,0.439506173,0.006087576,1.184210526,0.256790123,0.47654321,GCFR,AMNPER,Peren_flashier
223,0.43,0.213,2.413793103,0.115,0.448837209,0.038066893,1.075949367,0.290697674,0.523255814,GPHR,AMNPER,Peren_longer
224,0.395,0.223,2.635714286,0.116,0.415189873,0.034285714,1.166666667,0.217721519,0.521518987,GPHR,AMNPER,Peren_longer
225,0.418,0.221,2.688405797,0.113,0.442583732,0.045512153,1.091836735,0.251196172,0.5215311,GPHR,AMNPER,Peren_longer
226,0.407,0.214,2.539568345,0.107,0.427518428,0.033792,1.090909091,0.255528256,0.525798526,GPHR,AMNPER,Peren_longer
227,0.4,0.209,2.392857143,0.106,0.415,0.035372019,1.173913043,0.2225,0.5,GPHR,AMNPER,Peren_longer
228,0.41,0.209,2.171428571,0.108,0.414634146,0.032271106,1.282608696,0.22195122,0.475609756,GPHR,AMNPER,Peren_longer
229,0.425,0.201,2.524475524,0.103,0.472941176,0.029571681,1.24742268,0.329411765,0.468235294,GPHR,AMNPER,Peren_longer
230,0.408,0.194,2.79389313,0.097,0.43872549,0.026422449,1.130841121,0.25,0.468137255,GPHR,AMNPER,Peren_longer
231,0.425,0.184,2.705882353,0.085,0.4,0.018448389,1.326086957,0.2,0.461176471,GPHR,AMNPER,Peren_longer
232,0.417,0.197,3.007407407,0.091,0.434052758,0.023053998,1.211009174,0.263788969,0.467625899,GPHR,AMNPER,Peren_longer
233,0.399,0.183,2.27480916,0.092,0.418546366,0.0238,1.214285714,0.220551378,0.478696742,GPHR,AMNPER,Peren_longer
234,0.407,0.192,2.748148148,0.086,0.461916462,0.022842493,1.222222222,0.285012285,0.486486486,GPHR,AMNPER,Peren_longer
235,0.417,0.207,2.246376812,0.08,0.486810552,0.022440828,1.108108108,0.335731415,0.48441247,GPHR,AMNPER,Peren_longer
236,0.412,0.186,2.542857143,0.083,0.395631068,0.021720358,1.457446809,0.211165049,0.507281553,GPHR,AMNPER,Peren_longer
237,0.412,0.2,2.551470588,0.084,0.439320388,0.018652211,1.14953271,0.264563107,0.504854369,GPHR,AMNPER,Peren_longer
238,0.432,0.207,2.535714286,0.08,0.449074074,0.019997097,1.098214286,0.321759259,0.476851852,GPHR,AMNPER,Peren_longer
239,0.402,0.194,2.528571429,0.076,0.475124378,0.019094613,1.298245614,0.305970149,0.497512438,GPHR,AMNPER,Peren_longer
240,0.415,0.19,2.666666667,0.082,0.477108434,0.020684524,1.323809524,0.310843373,0.518072289,GPHR,AMNPER,Peren_longer
241,0.436,0.198,2.762962963,0.073,0.502293578,0.018272929,1.327868852,0.364678899,0.419724771,GPHR,AMNPER,Peren_longer
242,0.409,0.165,2.646153846,0.077,0.479217604,0.006194527,1.492537313,0.369193154,0.447432763,OODR,AMNPER,Peren_longer
243,0.401,0.178,2.340909091,0.08,0.438902743,0.005190311,1.5,0.286783042,0.46882793,OODR,AMNPER,Peren_longer
244,0.398,0.171,2.654135338,0.098,0.497487437,0.007228231,1.833333333,0.366834171,0.489949749,OODR,AMNPER,Peren_longer
245,0.388,0.184,2.842519685,0.086,0.409793814,0.006049861,1.516666667,0.211340206,0.50257732,OODR,AMNPER,Peren_longer
256,0.41,0.192,2.458333333,0.089,0.441463415,0.003928571,1.571428571,0.251219512,0.465853659,OODR,AMNPER,Peren_longer
257,0.389,0.184,2.779411765,0.088,0.496143959,0.005454545,2.181818182,0.344473008,0.449871465,OODR,AMNPER,Peren_longer
260,0.426,0.185,2.147651007,0.092,0.44600939,0.007410208,1.469387755,0.258215962,0.471830986,OODR,AMNPER,Peren_longer
265,0.403,0.205,2.274074074,0.089,0.511166253,0.007141331,1.735294118,0.397022333,0.461538462,OODR,AMNPER,Peren_longer
266,0.427,0.209,2.379562044,0.095,0.407494145,0.005836217,1.393939394,0.227166276,0.43793911,OODR,AMNPER,Peren_longer
271,0.409,0.188,2.380597015,0.085,0.432762836,0.005703125,1.46,0.268948655,0.41809291,OODR,AMNPER,Peren_longer
272,0.403,0.204,2.553191489,0.089,0.451612903,0.006532202,1.571428571,0.282878412,0.451612903,OODR,AMNPER,Peren_longer
273,0.42,0.227,2.474820144,0.09,0.419047619,0.007370614,1.84,0.235714286,0.44047619,OODR,AMNPER,Peren_longer
274,0.419,0.212,2.568345324,0.083,0.415274463,0.0046875,1.875,0.233890215,0.424821002,OODR,AMNPER,Peren_longer
